Index,1_WD_COS,1_WD_SIN,1_NO,1_NH3,1_SO2,1_FOR,1_NO2,1_BEN,1_TOL,1_pXY,1_mXY,1_123TMB,1_oXY,1_ETB,1_STY,1_CO2,1_CH4,1_H2S,1_CO,1_WS,1_TEMP,1_ATP,1_SR,1_o3ppb,8hro3ppb
8241,-0.817,0.576,9.000,9.700,28.700,5.600,18.600,1.200,17.500,3.600,2.100,8.300,3.800,62.100,16.400,784.300,2.100,3.300,0.500,6.100,22.400,101.500,407.300,54.200,42.424
8242,-0.721,0.693,9.000,5.500,35.000,4.200,11.900,1.900,20.900,2.500,2.900,6.400,5.000,41.700,18.400,865.400,2.100,3.500,0.500,5.800,23.800,101.500,611.400,60.830,41.815
8243,-0.616,0.788,8.700,6.000,25.700,3.600,8.600,2.100,16.600,1.900,2.000,3.400,2.200,53.200,13.400,745.200,2.100,3.200,0.400,5.900,24.800,101.400,647.900,61.760,42.345
8244,-0.426,0.905,15.200,3.300,62.000,4.500,27.100,2.300,17.500,1.300,2.200,6.100,2.600,62.600,18.300,928.300,2.100,3.400,0.500,5.200,25.200,101.300,582.600,57.520,44.918
8245,-0.230,0.973,12.100,2.900,79.700,7.500,40.200,3.600,15.900,1.000,3.800,7.700,3.400,74.200,25.100,868.500,2.100,3.200,0.500,5.100,25.200,101.300,508.600,70.110,50.246
8246,-0.075,0.997,6.500,1.300,60.000,4.200,32.200,1.800,13.700,2.100,1.500,8.900,3.300,60.600,22.700,790.700,2.100,2.800,0.500,5.200,24.700,101.300,362.700,60.020,54.610
8247,-0.077,0.997,4.400,3.600,21.500,2.900,26.300,2.600,12.200,2.900,2.500,4.400,4.000,47.800,13.200,903.100,2.200,3.000,0.500,5.500,23.700,101.300,172.400,58.850,58.073
8248,-0.012,1.000,8.700,1.600,19.400,3.600,48.700,3.300,13.600,2.700,3.600,6.100,3.900,54.800,15.200,928.600,2.200,2.900,0.600,5.000,22.600,101.300,34.400,55.150,59.805
8249,0.030,1.000,8.000,1.800,17.700,4.500,50.400,2.800,11.900,4.000,2.800,4.200,5.400,59.700,14.500,794.600,2.200,2.800,0.600,5.200,21.900,101.300,1.600,50.080,59.290
8250,-0.115,0.993,7.500,5.400,16.300,3.800,55.700,2.800,13.000,4.100,3.500,6.800,7.300,87.800,16.500,962.100,2.200,2.800,0.600,4.500,21.700,101.300,1.400,48.530,57.753
8251,-0.092,0.996,11.600,5.000,14.100,3.500,64.700,2.600,6.400,4.100,3.800,6.300,4.300,87.200,14.900,976.500,2.200,3.200,0.700,4.100,21.600,101.400,1.400,37.440,54.713
8252,0.042,0.999,7.400,7.700,13.300,3.300,58.400,2.500,5.200,3.900,2.900,4.400,4.400,82.700,15.400,904.600,2.200,2.900,0.600,4.300,21.700,101.400,1.400,39.020,52.400
8253,-0.110,0.994,5.900,4.100,12.600,3.100,67.200,3.100,2.700,4.300,3.400,8.900,6.400,86.600,12.700,863.200,2.200,3.500,0.600,4.000,21.600,101.400,1.400,35.230,48.040
8254,-0.259,0.966,6.600,5.000,12.300,2.100,61.800,2.700,8.300,4.300,2.500,6.700,4.200,86.800,13.600,880.100,2.000,4.400,0.600,3.100,21.500,101.300,1.400,34.900,44.900
8255,-0.168,0.986,4.500,6.600,11.500,3.500,59.400,2.400,7.600,3.800,3.500,9.200,3.600,84.000,12.900,1042.200,2.400,2.700,0.500,2.600,21.400,101.400,1.400,35.610,41.995
8256,-0.371,0.928,2.600,6.800,9.100,3.200,52.200,1.700,7.200,4.500,3.900,8.600,5.100,90.900,13.200,1018.800,2.300,1.400,0.400,2.700,21.300,101.400,1.400,37.610,39.803
8257,-0.426,0.905,1.300,8.100,8.300,2.600,31.500,2.100,12.500,4.000,2.300,7.000,5.100,95.700,12.900,1054.600,2.200,0.600,0.300,3.400,21.300,101.300,1.400,44.640,39.123
8258,-0.276,0.961,0.800,9.700,7.400,1.900,26.500,1.400,13.700,2.800,3.300,5.100,4.500,64.600,16.000,1068.400,2.300,0.700,0.300,2.400,21.200,101.400,1.400,44.780,38.654
8259,-0.153,0.988,5.200,10.600,6.900,3.300,29.800,1.200,16.100,4.300,2.200,6.800,3.700,89.500,15.000,946.400,2.200,1.400,0.300,1.800,20.900,101.400,1.400,39.510,38.913
8260,-0.165,0.986,3.000,10.800,8.800,3.400,58.000,1.300,6.900,4.400,3.900,7.500,4.800,85.300,14.100,979.400,2.300,0.900,0.300,2.100,20.900,101.400,1.400,30.930,37.901
8261,0.566,0.824,12.400,11.500,15.600,4.200,84.700,0.900,5.000,4.200,2.500,8.900,4.200,88.000,12.700,1050.600,2.200,1.900,0.500,1.200,20.900,101.500,1.600,20.620,36.075
8262,0.215,0.977,57.100,10.900,37.400,5.000,112.500,2.200,41.800,7.700,7.000,18.600,9.800,114.700,17.400,870.000,2.200,1.500,0.800,1.000,21.100,101.500,44.500,12.250,33.244
8263,-0.492,0.870,81.400,11.800,53.900,4.600,110.700,4.400,52.700,7.500,7.700,10.600,9.200,90.900,23.500,1005.500,2.300,1.600,1.200,2.600,21.800,101.600,163.400,17.740,31.010
8264,-0.668,0.744,20.800,13.300,16.100,3.600,65.300,2.800,9.500,3.800,3.200,4.600,2.100,69.800,21.100,976.100,2.300,1.200,0.600,3.200,22.600,101.600,312.100,37.040,30.939
8265,-0.736,0.677,16.900,10.500,11.300,2.600,37.400,2.800,17.300,2.400,2.100,4.500,3.300,45.900,17.400,837.800,2.200,0.900,0.400,4.400,24.200,101.600,484.200,46.520,31.174
8266,-0.687,0.727,15.300,5.300,62.900,4.000,38.100,3.000,23.900,1.600,2.300,6.700,2.900,63.600,28.600,745.000,2.200,1.300,0.400,4.800,25.300,101.600,403.000,54.670,32.410
8267,-0.506,0.863,18.700,3.500,106.400,3.600,41.600,3.100,19.400,0.800,0.600,8.500,1.400,60.100,43.900,763.900,2.200,0.900,0.500,4.500,25.900,101.600,525.900,51.780,33.944
8268,0.047,0.999,12.800,5.400,73.800,3.400,51.200,3.600,14.600,0.800,1.400,8.000,1.500,57.000,32.300,780.300,2.200,0.700,0.500,5.000,25.500,101.500,501.000,49.360,36.248
8269,-0.010,1.000,13.100,3.200,23.200,3.600,31.600,4.200,14.100,1.100,2.300,3.200,0.700,44.100,19.200,881.200,2.300,0.800,0.500,5.400,25.000,101.400,504.800,52.380,40.218
8270,-0.172,0.985,16.700,3.200,23.100,3.100,36.900,3.500,14.500,1.400,3.100,3.900,2.300,66.100,21.600,803.000,2.300,1.200,0.600,5.800,25.000,101.400,376.900,48.670,44.770
8271,-0.094,0.996,21.700,3.800,12.400,2.900,44.600,3.200,11.600,2.600,3.900,8.000,5.000,66.400,14.100,860.800,2.300,1.000,0.600,5.700,24.600,101.400,221.500,44.540,48.120
8272,-0.052,0.999,16.200,5.000,8.900,3.800,45.600,2.800,6.900,3.700,4.300,9.600,6.000,89.400,9.000,941.200,2.300,0.600,0.600,5.900,23.400,101.400,48.800,39.500,48.428
8273,-0.168,0.986,14.900,4.600,6.100,1.600,55.900,2.500,5.800,4.400,3.700,8.900,6.300,101.700,9.800,971.100,2.300,0.600,0.600,5.400,22.600,101.400,1.600,35.700,47.075
8274,-0.254,0.967,18.100,6.800,6.500,5.000,81.500,1.900,3.900,4.200,3.600,10.300,6.100,82.400,6.400,954.800,2.300,0.900,0.700,4.600,22.600,101.400,1.400,26.360,43.536
8275,-0.259,0.966,13.000,6.600,6.800,3.900,79.300,2.400,3.300,4.000,3.200,5.900,3.500,88.800,5.000,831.900,2.500,0.700,0.600,4.000,22.400,101.500,1.400,28.430,40.618
8276,-0.206,0.979,5.500,5.900,10.700,2.400,67.300,3.500,4.900,3.900,2.600,7.500,3.600,74.600,14.400,1048.100,2.300,0.700,0.500,4.400,22.100,101.500,1.400,35.860,38.930
8277,-0.232,0.973,3.300,5.900,10.800,2.300,68.300,2.700,4.600,4.300,2.600,4.700,4.900,85.000,14.000,963.200,2.500,1.300,0.500,4.000,22.000,101.500,1.400,31.870,36.366
8278,-0.193,0.981,6.000,6.300,11.100,0.600,64.200,2.200,6.300,4.900,3.400,6.800,6.000,102.200,13.000,1061.900,2.200,1.500,0.500,3.700,21.900,101.500,1.400,31.560,34.228
8279,-0.108,0.994,7.800,8.500,16.100,2.200,66.700,4.500,9.300,4.600,1.300,5.400,3.900,87.900,18.100,1013.400,2.300,1.000,0.400,3.200,22.000,101.500,1.400,28.290,32.196
8280,-0.271,0.963,5.600,7.800,16.800,1.100,47.800,5.300,9.900,3.800,3.800,6.300,2.500,83.100,19.400,1122.200,2.500,0.900,0.400,3.700,22.000,101.400,1.500,33.710,31.473
8281,-0.518,0.855,3.300,8.700,18.500,4.100,28.100,3.000,10.200,4.900,1.900,6.300,6.200,97.300,15.400,903.900,2.400,1.000,0.300,4.700,22.000,101.400,1.400,41.730,32.226
8282,-0.711,0.703,5.800,10.400,22.000,3.100,28.900,1.900,8.600,5.200,2.300,7.000,5.200,107.900,13.000,1023.600,2.500,1.300,0.300,3.700,21.700,101.400,1.400,37.760,33.651
8283,-0.752,0.659,6.200,14.400,6.900,1.900,13.600,1.700,11.400,5.200,1.500,7.000,8.700,104.200,11.400,974.900,2.400,1.100,0.300,4.100,21.300,101.400,1.400,37.910,34.836
8284,-0.702,0.712,6.900,15.400,6.300,2.900,21.700,1.200,13.000,5.200,2.600,7.600,8.400,117.000,9.300,988.700,2.400,0.600,0.300,3.800,21.400,101.400,1.400,37.570,35.050
8285,-0.687,0.727,15.600,16.600,10.600,6.100,56.300,1.900,6.800,6.700,4.700,8.800,7.400,112.500,9.700,902.000,2.300,1.100,0.600,3.200,21.500,101.500,1.500,23.870,34.050
8286,0.218,0.976,20.900,17.100,12.200,4.200,57.600,2.400,15.900,6.300,4.800,12.100,5.800,103.800,12.000,1033.600,2.300,1.600,0.600,2.500,21.400,101.600,14.300,20.330,32.646
8287,0.995,-0.096,46.700,9.700,13.000,3.900,61.700,2.200,11.300,6.900,2.900,6.200,5.600,103.300,8.600,1066.000,2.100,2.700,0.600,5.700,19.400,101.700,150.600,21.960,31.855
8288,0.927,0.376,40.300,8.000,51.300,4.300,49.400,0.800,11.300,5.100,3.500,13.000,6.600,107.200,19.600,856.500,2.000,2.500,0.500,4.500,19.300,101.800,257.600,27.060,31.024
8289,0.840,0.543,33.800,7.600,40.100,4.000,49.700,1.300,10.400,4.900,5.300,16.400,6.200,93.000,16.000,746.400,2.000,1.800,0.600,4.300,19.900,101.800,331.200,28.810,29.409
8290,0.791,0.612,37.500,8.000,12.000,5.000,43.300,2.400,3.600,4.000,2.400,5.500,4.500,81.000,16.800,869.700,2.100,1.600,0.500,4.300,21.100,101.700,547.900,34.160,28.959
8291,0.812,0.584,32.000,8.500,13.000,5.400,46.000,2.800,3.800,3.900,3.200,8.600,3.900,78.700,16.700,731.700,2.100,1.500,0.600,4.800,21.400,101.700,521.900,35.000,28.595
8292,0.795,0.606,29.000,6.900,15.800,4.900,49.400,2.600,8.700,3.300,3.700,8.900,5.700,75.500,18.700,812.100,2.000,1.500,0.500,5.100,21.300,101.600,437.600,38.080,28.659
8293,0.667,0.745,17.800,4.700,16.000,5.200,41.400,3.200,11.400,2.400,2.100,2.400,1.700,59.800,23.300,737.600,2.200,1.200,0.500,4.600,22.100,101.500,373.400,43.660,31.133
8294,0.427,0.904,10.000,6.600,23.700,7.100,40.600,3.300,11.100,2.700,1.600,4.600,4.000,59.100,18.500,846.900,2.200,1.200,0.500,4.600,21.900,101.500,187.500,49.120,34.731
8295,0.316,0.949,19.400,5.400,23.900,9.000,58.500,3.000,16.100,4.700,3.900,7.000,6.100,98.600,16.200,805.500,2.000,1.300,0.600,4.000,21.800,101.500,62.600,40.550,37.055
8296,0.555,0.832,20.700,8.300,12.100,5.200,56.200,2.200,6.900,5.300,5.100,6.700,7.700,99.800,10.500,786.900,2.200,1.100,0.600,3.000,21.800,101.500,18.600,35.420,38.100
8297,0.446,0.895,17.000,5.200,10.600,4.100,50.800,2.100,3.300,4.500,2.600,6.500,5.900,96.500,11.000,964.700,2.200,1.200,0.500,3.100,21.700,101.500,1.600,34.800,38.849
8298,0.365,0.931,6.700,5.900,8.700,4.000,49.600,1.800,13.500,5.300,2.700,8.000,5.700,105.900,9.400,770.100,2.200,0.900,0.500,3.000,21.700,101.500,1.400,35.560,39.024
8299,0.606,0.795,12.500,7.300,8.700,5.600,59.600,1.200,6.400,5.900,4.600,9.500,8.900,122.700,7.700,751.300,2.100,1.600,0.500,2.100,21.600,101.500,1.400,27.750,38.118
8300,0.799,0.602,5.500,7.700,8.400,2.900,70.800,1.600,6.200,5.400,3.600,8.800,5.100,95.700,10.800,910.300,2.200,1.600,0.100,2.400,21.500,101.600,1.400,22.700,36.195
8301,0.485,0.875,6.300,9.000,10.100,2.900,56.000,1.900,3.300,5.100,4.100,8.400,5.000,93.700,14.300,1225.200,2.000,1.600,0.200,2.500,21.700,101.500,1.400,30.430,34.541
8302,0.555,0.832,11.400,10.500,10.600,4.200,63.600,1.700,4.000,4.800,3.400,6.900,6.200,97.500,10.700,1131.000,2.200,1.400,0.300,1.800,21.500,101.500,1.400,26.990,31.775
8303,0.778,0.628,10.400,8.100,8.000,4.500,59.800,1.900,11.800,5.500,3.800,7.000,5.600,100.000,9.100,803.500,2.200,1.600,0.400,1.500,20.800,101.500,1.400,20.360,29.251
8304,0.687,0.727,2.800,8.100,9.900,4.300,40.000,1.600,5.600,4.600,2.700,7.600,4.600,95.100,13.900,780.600,2.200,1.900,0.400,1.800,20.800,101.400,1.400,25.550,28.018
8305,0.748,0.664,5.500,8.800,8.500,4.400,28.500,1.300,3.300,4.700,1.900,6.600,4.500,102.000,11.400,874.100,2.200,2.100,0.300,1.400,20.700,101.400,1.400,27.290,27.079
8306,0.983,-0.184,2.700,10.300,5.700,5.600,43.500,1.500,6.200,5.700,2.300,9.500,4.700,106.600,8.100,1021.600,2.100,2.300,0.300,1.400,20.300,101.400,1.400,21.290,25.295
8307,0.940,-0.340,5.700,9.700,5.600,2.900,56.700,1.400,14.000,5.300,2.300,12.200,4.600,101.800,8.000,981.500,2.100,5.400,0.300,1.700,19.500,101.400,1.400,16.090,23.838
8308,0.933,-0.360,4.400,10.500,5.300,4.200,55.800,0.700,15.800,5.600,1.700,9.700,4.200,105.800,7.800,892.900,2.200,5.000,0.200,2.000,18.800,101.400,1.400,16.150,23.019
8309,0.882,-0.471,32.900,9.600,25.000,5.300,62.400,0.600,32.900,5.400,2.800,12.500,3.600,105.000,10.900,1160.200,2.100,5.200,0.300,2.200,18.400,101.500,1.500,12.280,20.750
8310,0.884,-0.468,40.700,8.900,21.800,6.400,65.700,0.800,40.800,6.200,2.600,9.500,5.400,109.300,11.500,1036.900,2.000,4.800,0.400,2.200,18.100,101.500,34.900,11.280,18.786
8311,0.965,-0.262,113.600,13.100,24.000,8.700,67.700,2.900,50.600,7.900,7.800,13.300,7.900,110.400,9.600,850.400,1.900,4.900,0.800,2.100,18.800,101.600,183.800,11.640,17.696
8312,0.872,-0.489,89.400,19.100,22.100,7.200,72.800,3.400,52.300,8.300,8.300,7.700,8.400,91.200,14.000,913.500,2.100,4.300,0.900,1.800,20.200,101.600,309.300,13.550,16.196
8313,0.785,-0.620,50.400,17.600,24.800,10.000,73.500,3.300,27.100,5.200,3.900,6.900,4.100,86.600,15.300,861.400,2.100,6.800,0.600,1.600,20.300,101.600,189.600,15.850,14.766
8314,0.940,-0.340,130.000,18.900,21.600,12.100,102.400,5.900,76.200,10.400,13.300,6.300,11.300,46.100,13.300,873.200,2.100,7.300,1.100,2.200,20.900,101.500,144.000,13.490,13.791
8315,0.994,0.111,118.200,19.600,16.600,13.100,105.600,6.500,73.900,8.700,13.200,7.900,11.300,39.300,8.700,930.700,2.100,6.000,1.400,2.300,21.600,101.400,174.900,14.240,13.560
8316,0.999,0.044,114.500,24.400,15.900,12.600,101.300,4.900,67.100,8.300,11.900,9.000,11.300,73.600,9.700,787.300,2.200,5.600,1.200,2.300,21.300,101.400,136.200,13.370,13.213
8317,0.972,0.237,96.700,17.400,13.400,12.500,112.200,4.500,56.000,7.100,9.800,10.200,9.300,86.000,6.200,904.300,2.000,3.900,1.200,2.000,22.000,101.300,152.900,14.430,13.481
8318,1.000,0.005,68.800,14.200,15.200,12.700,123.800,5.500,63.400,8.300,11.600,9.000,12.400,60.800,10.000,745.400,2.200,5.200,1.200,2.300,22.200,101.300,121.300,19.330,14.488
8319,0.585,0.811,69.100,11.400,15.100,11.700,109.000,4.400,56.100,6.000,8.100,10.700,6.600,81.400,11.200,827.600,2.100,5.000,1.000,2.600,22.200,101.300,140.800,15.400,14.958
8320,0.984,-0.179,77.100,12.500,30.900,9.500,117.000,5.100,69.000,9.400,12.000,10.400,11.300,64.300,16.500,1010.500,2.000,4.500,1.200,1.800,21.900,101.300,39.000,12.760,14.859
8321,0.784,0.621,156.500,11.000,22.800,5.100,114.900,4.900,59.900,8.500,10.200,11.500,11.800,86.400,12.100,1038.600,1.900,4.100,1.400,1.600,21.500,101.300,1.600,10.220,14.155
8322,0.938,0.345,174.200,12.400,24.200,7.200,106.800,6.600,69.900,11.000,16.400,13.300,15.500,69.300,13.000,937.900,2.000,4.000,1.900,1.200,21.200,101.300,1.400,12.380,14.016
8323,0.880,0.476,185.300,12.500,23.000,7.400,102.900,4.300,64.300,10.400,14.000,12.100,15.700,111.800,9.600,1045.200,1.900,4.200,1.700,1.200,20.700,101.300,1.400,11.150,13.630
8324,0.911,0.412,244.500,11.100,20.700,8.000,103.400,7.200,72.500,12.600,16.900,13.200,18.700,40.800,10.000,1017.300,1.900,4.700,2.200,0.800,20.700,101.300,1.400,11.800,13.434
8325,0.842,-0.539,317.500,13.600,18.200,8.400,102.500,10.000,83.600,14.700,23.900,15.000,22.100,10.300,14.300,1108.200,1.900,4.900,2.700,0.400,20.300,101.200,1.400,13.960,13.375
8326,-0.980,-0.201,431.000,12.300,19.700,9.600,102.200,12.200,94.800,17.100,27.100,13.600,25.600,17.500,16.200,1102.000,2.000,6.100,3.200,1.000,19.500,101.200,1.400,14.220,12.736
8327,-0.880,-0.474,342.700,11.000,23.400,8.000,106.900,7.600,74.000,11.800,15.900,11.400,15.900,28.900,17.700,1050.500,2.400,6.200,2.200,1.100,18.700,101.200,1.400,12.630,12.390
8328,-0.402,-0.916,194.400,12.300,17.000,6.000,95.500,5.300,61.300,10.000,10.800,11.300,13.400,110.900,11.700,937.900,4.000,2.800,1.400,0.800,18.800,101.200,1.400,11.240,12.200
8329,0.509,-0.861,207.600,12.100,15.100,5.200,89.800,6.000,63.400,10.300,10.100,11.200,12.600,106.900,9.300,902.900,3.700,3.200,1.600,0.700,18.700,101.100,1.400,11.850,12.404
8330,0.191,-0.982,322.600,24.000,10.700,5.400,82.700,8.900,87.200,13.400,18.400,9.500,20.900,6.500,8.300,899.700,3.200,4.200,2.400,1.000,18.300,101.200,1.400,14.260,12.639
8331,0.250,-0.968,67.500,17.900,11.300,5.600,78.300,4.500,55.900,9.500,7.900,8.800,10.200,108.100,9.900,900.200,2.200,4.400,1.100,2.300,18.100,101.200,1.400,11.710,12.709
8332,0.449,-0.893,4.800,27.600,8.500,3.300,50.000,1.900,12.900,6.400,1.700,7.400,3.800,110.700,10.200,910.700,1.900,0.700,0.300,2.400,17.200,101.200,1.400,14.160,13.004
8333,0.695,-0.719,6.100,22.500,6.100,1.900,31.300,2.300,4.400,5.800,2.400,5.200,4.600,121.200,11.800,834.200,1.900,0.600,0.100,2.800,17.400,101.300,1.500,25.080,14.394
8334,0.731,-0.682,6.200,19.200,6.600,3.400,34.600,1.200,4.400,5.300,2.200,4.000,4.700,115.800,8.700,953.000,2.000,1.100,0.200,3.000,17.500,101.300,23.100,28.510,16.180
8335,0.938,-0.345,61.100,15.900,79.400,6.600,72.800,2.800,40.200,7.100,4.900,13.600,5.300,90.500,24.500,850.600,1.900,1.900,0.700,2.500,18.000,101.400,45.000,17.700,16.814
8336,0.974,-0.228,39.000,15.100,53.000,6.000,64.400,1.800,19.000,5.900,4.600,11.200,4.800,103.700,26.700,1005.100,2.000,0.400,0.500,3.900,18.500,101.400,138.000,20.170,17.930
8337,0.951,0.309,46.900,22.700,22.900,5.300,70.900,2.500,29.700,6.700,5.400,10.200,6.500,99.900,20.300,871.900,2.000,0.600,0.500,3.500,18.900,101.400,136.200,18.900,18.811
8338,0.937,-0.350,48.600,22.300,15.900,5.800,73.500,2.500,33.400,7.200,4.700,10.400,6.600,109.000,18.200,1128.600,2.100,2.700,0.700,2.300,18.900,101.400,86.200,19.800,19.504
8339,0.981,0.194,51.000,25.500,12.600,9.700,80.800,3.700,52.800,9.200,7.500,7.600,10.400,96.900,12.900,1243.900,2.100,5.500,1.100,3.200,18.400,101.300,120.400,19.730,20.506
8340,0.419,0.908,40.000,16.200,46.400,7.700,65.900,3.200,16.700,7.100,5.500,9.800,8.400,98.000,21.000,1099.900,1.900,3.900,0.700,3.300,18.900,101.200,240.900,23.480,21.671
8341,0.552,0.834,29.500,11.600,16.400,6.000,41.100,3.700,6.600,5.200,3.000,4.500,5.400,110.500,15.500,1047.000,2.100,3.800,0.500,3.200,19.900,101.100,439.200,35.980,23.034
8342,0.767,0.641,23.600,11.300,9.300,5.700,49.400,1.700,5.000,4.300,3.000,4.300,5.300,87.100,14.800,1165.700,2.000,3.600,0.600,3.800,20.300,101.100,242.800,30.600,23.295
8343,0.836,0.549,35.900,11.400,9.100,5.100,63.100,2.000,4.600,5.700,5.000,10.400,7.800,108.200,12.000,1072.300,2.100,3.400,0.800,4.000,19.800,101.100,98.900,27.690,24.544
8344,0.827,0.562,45.800,11.800,7.700,9.400,76.000,1.600,4.900,5.800,5.100,9.000,5.900,95.800,10.300,1038.500,2.000,3.200,0.800,3.400,19.500,101.100,9.200,21.950,24.766
8345,0.887,0.462,40.100,18.400,8.000,10.200,100.300,2.100,29.000,6.900,7.200,12.100,8.000,109.200,7.900,1138.800,2.000,3.200,1.100,2.800,18.600,101.200,1.500,14.130,24.170
8346,0.402,0.916,51.400,17.200,15.400,12.700,115.800,3.400,53.700,9.000,11.300,13.900,9.300,111.400,9.500,1023.200,2.000,3.300,1.500,1.400,18.300,101.200,1.400,15.160,23.590
8347,0.916,-0.400,80.100,19.600,14.600,8.900,118.800,5.200,62.200,10.600,11.800,9.100,11.800,87.800,9.700,1041.000,2.000,4.000,1.700,1.200,18.400,101.200,1.400,11.620,22.576
8348,0.187,-0.982,173.200,33.400,16.200,7.800,120.300,7.800,77.400,13.900,17.800,9.000,15.900,10.500,11.300,1292.600,2.100,4.800,2.400,0.500,18.300,101.300,1.400,12.250,21.173
8349,0.920,-0.392,36.800,16.300,17.300,7.900,76.000,2.400,28.600,7.400,4.400,9.800,6.900,112.400,13.100,1233.400,2.000,5.500,1.100,3.300,18.600,101.300,1.400,17.500,18.863
8350,0.967,-0.254,24.200,15.300,10.600,6.400,52.400,1.800,6.000,6.300,2.900,8.000,5.400,119.100,12.400,1253.800,2.100,6.100,0.600,3.800,18.200,101.300,1.400,22.660,17.870
8351,0.968,-0.250,7.400,11.100,12.800,4.200,37.400,1.900,4.500,5.200,3.100,8.200,2.800,105.800,11.800,1240.200,1.900,5.200,0.600,3.900,17.900,101.300,1.400,29.650,18.115
8352,0.953,-0.302,13.700,13.300,12.600,4.700,43.700,1.400,4.800,5.400,2.400,8.900,4.300,108.600,12.000,1105.800,1.900,5.300,0.300,2.700,17.500,101.300,1.400,24.340,18.414
8353,0.860,-0.511,7.600,18.200,11.800,3.800,43.400,1.500,5.900,5.700,2.300,8.400,5.900,118.200,12.500,1187.300,2.000,7.800,0.300,3.300,17.000,101.300,1.400,22.960,19.518
8354,0.885,-0.465,7.800,12.600,39.300,4.500,27.000,2.000,7.400,5.800,3.700,11.100,5.100,121.400,20.100,1033.700,2.100,6.900,0.300,3.100,16.600,101.300,1.400,29.560,21.318
8355,0.825,-0.565,8.000,11.400,29.400,5.600,16.400,1.200,8.200,5.400,1.600,10.000,5.900,123.800,13.900,975.300,2.000,6.700,0.200,2.500,16.400,101.300,1.400,30.140,23.633
8356,0.899,-0.438,7.900,12.900,71.900,5.500,23.600,0.700,11.400,6.100,1.700,12.400,5.600,132.100,23.700,1081.800,2.100,8.000,0.300,3.300,16.100,101.300,1.400,29.270,25.760
8357,0.863,-0.505,6.900,9.600,57.000,5.800,23.300,0.900,11.600,6.400,2.200,11.400,7.200,134.900,23.700,1009.200,2.100,7.400,0.300,3.100,16.100,101.300,1.500,29.370,27.244
8358,0.822,-0.569,10.700,11.500,11.400,5.000,49.300,1.500,9.400,7.000,3.500,9.500,4.800,123.200,8.400,1024.700,2.200,7.500,0.400,2.800,15.900,101.400,23.700,18.460,26.719
8359,0.848,-0.530,9.200,11.400,3.000,3.500,35.600,0.800,7.900,5.200,2.000,6.800,4.200,116.700,11.100,1212.500,2.000,3.200,0.400,4.500,16.300,101.400,170.500,34.000,27.263
8360,0.837,-0.548,6.800,11.300,13.500,3.300,14.900,0.800,14.900,5.200,1.500,4.700,3.800,117.200,10.400,1017.300,2.000,5.200,0.300,4.800,16.400,101.500,290.100,37.590,28.919
8361,0.839,-0.545,21.200,11.100,99.000,3.500,19.800,0.600,17.000,4.100,5.100,14.300,3.400,112.300,34.300,1072.000,2.000,4.100,0.300,4.600,17.100,101.500,425.700,41.140,31.191
8362,0.863,-0.505,20.800,8.400,102.600,3.500,23.200,0.800,16.700,2.900,2.400,9.800,2.200,97.500,38.400,1012.200,2.000,3.900,0.300,4.300,18.100,101.500,520.700,44.120,33.011
8363,0.925,-0.379,18.000,10.600,6.800,2.900,22.500,1.000,13.600,2.700,2.200,5.600,1.800,57.200,19.300,954.100,2.100,3.000,0.300,3.900,19.100,101.400,589.900,44.160,34.764
8364,0.917,-0.399,16.500,10.600,4.700,2.400,17.300,1.400,12.600,1.700,1.600,5.300,1.200,57.500,20.500,899.300,2.000,3.000,0.300,3.600,20.000,101.300,553.000,48.050,37.111
8365,0.985,-0.170,14.900,8.500,9.500,2.600,30.900,2.700,13.600,1.400,2.500,2.900,1.700,47.500,25.200,879.200,1.900,2.600,0.300,3.700,20.600,101.200,485.900,50.310,39.729
8366,0.971,-0.240,10.500,9.200,33.000,4.300,27.700,1.800,12.600,1.800,1.900,2.800,3.300,56.700,23.200,1196.800,1.900,2.600,0.300,3.400,21.000,101.200,348.700,52.190,43.945
8367,0.883,-0.469,10.300,5.600,52.100,4.200,30.300,1.800,13.700,1.900,0.700,5.800,2.600,70.500,29.100,1151.600,1.800,3.800,0.300,4.000,21.300,101.200,186.100,49.620,45.898
8368,0.766,-0.643,1.600,8.700,27.100,2.300,36.900,1.900,11.000,3.500,2.100,2.700,2.100,75.200,24.200,1145.400,2.000,5.300,0.300,4.200,20.700,101.300,32.300,47.260,47.106
8369,0.766,-0.643,5.700,8.400,13.300,4.400,51.700,3.100,11.300,4.000,2.400,4.700,4.700,86.600,21.200,1304.200,1.800,4.200,0.400,3.900,20.100,101.300,1.600,42.300,47.251
8370,0.773,-0.635,11.900,9.900,10.900,6.000,48.600,1.800,16.600,4.300,3.600,7.800,5.000,98.800,14.300,1198.500,1.800,6.800,0.400,3.700,19.500,101.400,1.400,39.380,46.659
